Item_Identifier,Item_Outlet_Sales
FDC50,198.17896996651592
FDV24,2103.0324268790705
DRF48,417.412722954245
FDQ47,582.0361191302025
DRN36,1443.5400649023736
NCY06,2045.5473345804428
FDE52,1356.2863494423636
NCB54,1823.1455138418244
NCF31,2366.9299876946325
FDJ08,4977.96023095772
NCC07,1540.0042488049417
NCD19,1304.6380727826192
FDL46,1807.8525506290466
FDM20,3320.332035587612
NCI06,415.9891340402845
DRM11,4157.658914413955
NCH07,2192.2775971418723
FDS23,1865.3692854413512
FDO49,512.1839798603826
FDS35,1018.6514851456661
DRK39,1067.4661434437241
DRI39,842.0059803089846
FDV04,2286.0587182282534
NCN14,2837.3634836776237
FDH08,3241.6570787276833
FDS20,2701.8694998328165
FDV40,1086.5986507139849
FDZ48,210.74464425921883
FDS24,2127.027860250891
FDK44,2472.5591512566843
FDS48,2099.0895544906552
FDK26,390.9973142775742
FDD23,2844.0088467058517
NCH54,2480.0142281843678
NCP14,229.3872976031038
FDM60,80.67473391423397
FDV24,2071.2287763447825
FDH08,2822.2526640087744
FDS12,3282.5810907117543
FDR39,4762.273714615083
FDP12,875.3324411943277
DRF60,5315.071878288836
FDC09,1618.6769617486652
FDF50,2754.951680798981
FDG28,3817.61351460564
NCE19,842.8632659574132
NCM53,228.03727328637382
NCN18,1597.6343236224038
FDF32,3148.4504297908484
FDF11,3431.22921802569
DRI59,3267.686611623699
NCG54,2621.7182037381554
FDM44,1533.2428629562983
FDT57,2974.137478551035
FDV24,2060.5299238205594
FDI50,504.22551944096773
FDS09,776.2116133248375
NCC31,3823.229664198871
FDQ07,418.2922424188672
FDC22,2783.5755037574936
FDZ56,2529.540883657233
FDZ40,120.03857305258191
FDS46,3148.789970758666
DRD24,1874.7303920889972
FDV45,2881.3579814346353
FDL26,2174.9887639053673
FDA56,1603.8646089820247
FDN27,1660.9603739274064
FDM20,3413.220250613335
FDO16,1168.0926492138547
FDL03,3238.690190901141
FDE58,1707.7852902886395
FDI02,2923.3162425268024
NCC55,71.91396631324419
FDR03,2833.9559113759974
FDB14,1323.9052682604486
FDR45,3595.8214263847376
NCN07,1926.194238501857
FDM51,234.31346637167107
FDT52,5624.248166556557
FDL26,2241.3191868383424
NCZ42,2993.3715815251917
DRI47,297.1621900947574
FDW40,1998.9130457515685
FDN34,2639.9490710900964
FDS01,2808.773778361099
NCG55,1704.5160708385113
FDC11,1245.4211023190123
FDX35,3076.120074137113
NCB06,2288.9852867981554
FDR09,479.2742285757137
FDC53,1415.6272955713243
FDY45,3878.8941470263862
FDA22,360.3889229689973
FDE02,1466.7316723683275
FDW21,1352.74963566007
FDV34,1101.3019233648936
FDS59,1564.9129395405203
NCW17,1981.1577609954256
NCK54,1706.618028056221
FDG17,511.6920700507971
FDG35,2473.434478094241
FDD08,74.855536353578
NCO07,3250.362882539169
FDJ10,279.18873763042956
FDW36,1426.8824364701056
FDW21,187.97283372528983
FDY19,1773.0284694452928
DRE03,594.1335541127236
NCC55,554.8757132064475
FDH52,139.59143205624108
FDO09,3549.185274690645
FDU43,3168.9792488443118
FDX09,384.7881727529975
FDH40,166.86991480918627
FDW58,1444.4893133936816
FDC47,3158.8732741621093
NCR41,1522.8944384531696
DRG49,3798.7792106658026
FDC52,3861.372799489166
FDY13,1103.1210159552465
FDY35,629.8653996561297
FDI35,2787.310782710456
NCU18,2013.8883686708873
FDY33,2144.6171104456416
FDC15,4106.04192342251
FDU01,2798.0319081838716
NCU42,2448.406784437749
NCV29,2399.0896665165415
NCY30,2784.8331417702225
FDQ46,1589.3942090094274
FDG58,4029.358148217933
FDK33,3117.999944892959
NCD07,1615.7150981617692
NCX29,3465.6277081080652
NCT42,1853.6320443908
DRN59,699.3005648748808
FDI44,1146.608429078897
FDA45,2028.9005836050326
FDP31,818.9819344123201
FDY01,1719.4088050836058
FDT09,1674.157049229807
DRH03,2343.932437868095
FDA36,2308.295103372968
NCF31,2334.4919251281135
FDG14,2089.3755162377656
FDG28,5672.374989239292
FDU14,3525.5759774308567
FDY47,268.59532689491937
FDI56,1256.0226319090154
DRD01,758.2636205912283
FDM22,887.9441286403389
FDH33,564.4896337105143
DRZ24,1743.4398713202536
NCQ38,1476.1548204843107
FDO16,2057.232689978211
FDU07,3637.6885986326743
NCB07,2803.8799378778335
FDU48,1742.6252977817248
NCM43,2462.7968383851917
FDR31,276.31660875375695
DRK49,462.1926443739077
NCI30,527.8221254357239
DRD60,2718.5021615700916
NCG19,2764.527947698556
FDH12,1576.9618077135967
FDM32,1386.2642124548654
FDM27,2567.008095235683
NCU53,4099.806585601329
NCQ18,1369.6350635518224
FDS10,2685.918952501658
FDB33,4195.179607201627
FDI12,1192.0445437363605
NCW42,2975.3732146338075
NCC06,1679.6889203878795
FDW02,2198.960797358147
NCD43,1571.570301208691
FDM57,1019.2353019175089
FDA58,3194.459702361845
FDK56,2652.071345310842
FDP52,3224.014156204884
FDW20,1549.8818737664224
FDS52,1444.3347449639864
NCT29,1628.983212685866
NCL54,2629.800216824341
FDC05,2850.668063644941
FDF34,3149.450570182629
FDP03,3276.3230310358035
FDD32,161.76866824517973
FDZ10,1849.9021565377213
FDZ40,831.1293047378799
FDD51,467.4360535397859
NCY30,379.9115091326982
FDP58,2956.109168884714
FDV49,3762.33215355424
FDY24,105.0540326194924
NCO55,1493.498508757289
FDR13,1795.96216760368
FDS51,1011.1462552598636
FDP26,1363.1433714710233
NCB54,3142.54675340582
FDF32,2981.6725876743326
FDN31,2580.6417678088783
DRM48,508.5144639581974
FDN20,2457.403223789067
DRL01,3010.6667245340077
FDV56,1529.1711324122512
DRH13,2516.6641586520295
FDA03,2099.6319754888023
FDF47,5421.428187833475
FDX32,2097.462007464207
FDX57,1410.2184216141384
NCA30,2793.646276560613
FDO49,559.7845414043835
FDL04,207.37310925549343
DRM48,574.0650280028597
FDR16,2770.773312710977
NCC19,2565.442690327758
NCE42,2780.7518922463214
FDY24,877.4608806951824
FDH19,2601.9499842635814
FDJ46,2599.4442140552096
FDN45,491.23002932746675
FDY08,2055.7776990530006
FDZ37,1334.2469520705613
NCT30,675.9700907985984
DRY23,428.53642703081573
NCZ30,1622.8521757704975
FDC44,1455.8229080135927
FDB45,1463.4232941519635
FDY04,2378.079918074033
FDM27,2538.9364561071143
FDZ43,3612.414069808829
FDT39,327.94523723080965
NCC06,273.5117760649084
FDL15,3970.8385581645634
FDL57,3907.256652824783
FDU08,1498.109851529328
FDK40,3587.8260540942633
FDQ12,483.4686170604232
FDS48,2251.8529630640087
FDP09,2862.95028012833
FDW21,1356.5188056888903
FDY25,2917.2389657199355
DRE13,1221.58646186533
FDV43,73.94789322094083
FDD22,1457.030832404569
FDM46,181.75791562932017
NCO30,440.3493777442088
FDM25,2637.4693009499097
NCN41,1896.5565258986755
FDU24,1269.3913263756322
FDZ50,2828.848015668165
FDP45,3735.953205586349
NCM54,1836.0754668362836
FDW10,349.5244004708715
FDP20,1849.5295667049754
FDK32,2230.683843320633
FDN52,1158.1929477048038
FDM58,1544.2568031761134
FDZ46,2688.0886921965894
NCA18,1502.8756774383842
FDD35,1853.5700768856434
NCK31,771.8075541572869
FDI40,2603.660990958751
FDT50,204.038142808393
NCT06,2390.206956596207
FDT31,2893.2266176277635
FDT45,745.1332957843533
FDT13,2794.031460478092
FDO50,1242.3421989241515
NCU18,298.37986909908557
NCR54,2951.0310400430876
NCO18,2413.180886348798
FDU09,793.4282523674339
FDT13,2595.6360758392248
FDE09,1679.2848676143053
NCK53,223.1858025670548
FDG45,3021.890055962573
DRH15,658.6851553602039
FDO21,463.22450771514224
FDD14,4881.080801467197
FDC09,1605.3754974368794
FDH45,1010.8464255753369
FDV32,1023.257741942539
FDG12,1969.1265620697943
FDS32,1942.5858534201586
NCL55,3183.3342732406663
DRE01,3770.23485984336
DRE15,1126.056368038332
NCL42,3370.971532864256
FDP31,807.628665907278
FDN33,1148.4670732993493
FDZ59,2471.5519993210323
FDE45,388.5330242103603
FDJ07,1687.4406142638009
FDQ45,2481.6077562175383
FDM33,5217.239470822482
FDO15,153.78625030365993
FDM46,1208.9691455842194
FDR03,3104.984219128851
FDY49,2240.20457535497
FDQ60,1662.9192665311048
FDW10,2294.7448170342814
FDO51,653.0914426228054
FDJ40,1324.4337046494343
FDS20,2414.9571719355354
FDU45,1640.8552424892546
FDV02,2594.1343915140733
FDN09,3467.048564368595
NCM55,4447.697648180883
FDN23,1791.0989287198709
FDY31,267.21849048894836
FDW03,202.2676615602835
FDD14,2590.576114476638
FDV23,1797.3034465556282
DRI03,2341.2073007792937
FDN13,1503.2271486910163
FDF45,1631.9133017279778
FDU46,1275.4403773524061
FDB57,3084.4175261764703
FDV12,1493.2699771227958
FDQ58,2053.8086080183066
NCA18,1729.20509650933
FDH52,923.4286454489398
FDM24,1829.6369493856594
NCP43,4267.52494866019
NCO18,374.5512082815917
FDM32,1299.9551235183262
NCL07,507.66708553018464
FDK03,3706.39709864561
FDP59,1369.7336717303783
FDQ24,3678.4021214363283
FDQ16,1280.7199553401667
FDU44,2335.044569569518
FDH28,78.60976696787722
FDV28,61.5774003548233
FDM22,747.2418588544213
FDR56,2902.0615247397136
FDV39,3038.608824190541
FDU37,170.684930764139
FDQ11,532.3381053216444
FDX02,2963.857962224769
NCS42,1151.492493047927
FDY57,2447.256237722336
FDB21,3279.604918708384
FDE28,3235.737845737999
FDQ55,1724.7736753528695
FDA48,3155.614764282918
FDZ19,2340.1360627923655
NCC43,3272.39652517772
NCV18,1130.1089381836373
NCA42,2145.367572000549
FDY45,3587.4788204446163
NCC30,2619.1475448800384
FDM57,1165.0616956159058
FDL09,373.22015494572645
FDB09,3206.429620698663
FDT44,1817.2856194869794
NCT06,4006.9128564271527
FDX26,2752.1821411613905
FDK32,2268.709815302097
DRA12,2022.8651713585737
FDO46,427.0294023805101
FDE52,1138.4698190116083
NCH42,3081.112185788657
FDV08,611.4640865810184
FDB47,2704.4581133642905
FDC28,200.21487982639383
FDD22,1649.6951553848382
FDS07,3069.958896061895
DRI13,3071.865267278563
FDG32,2756.516391999502
FDU14,3638.2347145893636
FDD28,126.20774623743065
NCP41,1624.839236578622
FDS08,2423.67614442423
FDX47,2328.5599395252625
FDC53,220.45135656001275
FDQ19,3658.637857077142
FDL14,2223.1740997790093
FDM33,409.52469294650945
FDA51,1583.81865658491
FDZ27,554.9191489498023
FDT04,548.1083599636569
DRC13,1737.4289228840203
FDR16,5097.137841950658
FDQ03,5672.172740624761
FDE38,2642.879746769172
DRH23,1477.9755457098595
FDT11,418.9573896230497
FDD09,2833.2596480886186
FDR40,1113.149725478619
FDX07,2946.6818816402106
FDR07,1290.3586560407873
FDA51,1636.19345577405
FDT59,497.55355580769134
FDF20,3039.6622744658407
FDR13,1646.7829258586844
FDY26,2908.6207908005786
FDW04,1936.2818386316264
FDK52,3226.0736719249444
FDN60,2393.1316203977
FDM09,329.8831055384038
FDP46,1191.7820745073893
FDB50,164.1344614969761
NCQ29,3509.9810914890186
FDP16,5681.181241142442
FDX33,2113.415261897586
FDP07,442.79899266684225
FDN22,3382.0671269052377
FDF39,3660.5165869467373
FDS21,926.1205750680227
NCM42,1363.465111155365
FDK50,363.04748339808543
DRF13,3368.6371553750514
FDH35,2084.4964499679736
FDP60,1234.6980430957751
DRJ49,3146.3740311857164
NCT42,304.7646635035554
FDE38,2393.951458567892
FDI04,2967.327918650126
NCH54,2322.805762370905
FDT56,819.6741222646635
DRD15,2822.903851452868
FDV58,2762.9269205960645
FDP21,2793.0922752842416
FDH05,3400.3721839532786
FDR10,4109.31982917077
NCP06,1964.9234770195678
FDF33,1604.2042875699533
DRK37,2861.014275306172
DRH49,1145.9317761787079
FDT58,2490.09681723544
FDD41,1274.378618639691
FDP40,1349.3880086199783
FDM51,2629.708886257853
FDO45,165.40569533036074
FDW33,225.5675745154997
FDY24,812.8744363176559
FDB10,500.44392709053443
FDM40,2023.201841624364
NCI06,2772.5328813600763
FDW12,312.2954996480495
FDX48,3977.5780955487594
NCW05,2440.3932216482644
FDX27,1370.3518509939854
DRM37,2894.5791138119857
FDA38,3116.9456450656853
FDR36,583.4464089658188
FDZ45,2911.2524654785675
FDG05,2437.419538385722
FDK28,3599.662730155451
FDV47,1150.06028668042
FDN21,2224.942545702094
FDP20,3297.343775099337
FDI35,2687.230000103195
DRY23,596.2042575098277
FDA56,1859.9731054829733
FDB09,1774.6845563647705
NCO26,2974.0505094504224
FDQ49,1999.8811181383867
FDI52,3176.6506064392884
FDZ44,3125.1491924678126
FDZ09,2127.436899975448
FDY03,1665.0927479549987
NCG42,1945.7194902977253
DRI13,5040.826087378851
FDQ32,1840.9841052008553
FDW16,1371.381494236392
FDU27,714.955577290651
FDR28,339.8510530751441
FDQ49,329.7563331300437
FDS37,1730.098585004814
FDW26,2790.9613839847616
FDX12,3143.8180987158303
NCP06,1985.8941072512525
FDW45,281.9167463925536
NCN30,1435.6315986489085
FDN24,764.7597113212498
NCL41,841.0081329901491
FDR02,229.09305696858735
FDD09,396.82145784195507
FDS33,154.1798107642006
FDU22,1693.1974378535845
FDI53,2376.045145635374
DRH01,2628.537643595785
FDX32,2079.0737718416885
NCP30,436.74131455708573
FDB60,2807.3942121670443
FDB14,1287.514239637826
NCP02,927.4400685014
FDJ10,1993.5780348100882
FDG34,1674.2360284289543
NCB18,1225.405448146584
FDM16,1010.5543568944734
FDW25,1073.3573692225975
FDB35,179.0686514794155
DRN11,1945.6731638426738
FDF41,494.5161626223646
FDH16,1112.2324791083236
NCQ50,2746.5629685243603
DRH23,731.9356453351227
DRJ37,2131.1191306721685
DRJ24,4595.864497615325
FDY16,2889.6448517318195
FDQ27,1479.0768701922539
FDZ33,1932.2585093327034
FDF29,1859.3389292756247
FDA08,2385.2001930576644
FDG31,1098.0178438282978
FDE34,398.01840040270645
NCR30,1720.178633815981
FDV33,3989.56861797074
DRZ24,1602.1315760408106
NCL54,2710.43277988495
FDR12,2599.7741436442343
NCC54,3154.417703290432
DRN59,620.6436726332233
FDX50,213.97316459481448
FDV31,4598.988328533557
NCA29,4249.028559118907
FDW60,2534.4327771278768
FDX08,2877.9302842480333
DRD49,3379.951830495428
FDD33,3102.245965795443
FDW35,575.7237853049132
FDJ36,1451.3699285568518
FDV51,2667.019291525325
FDW36,1538.0148897976117
FDH35,2453.1186324533865
NCS30,3228.15531918837
FDN49,460.09484926210973
FDL08,3071.661121160143
FDI09,3621.3893085522545
FDP19,1654.9312707670615
FDU21,62.46869650735946
NCP41,1551.4271007208154
FDY10,1600.9152534299778
FDP12,393.2319395959154
NCN26,1777.9626990214147
FDK44,2593.8864451031523
FDC28,1438.9859515895755
FDJ41,6055.557522066564
NCT29,2035.8701259554193
NCH42,453.1157610575666
FDU60,2137.1569247589837
FDS02,2940.6611207108076
FDC51,1933.481910718596
FDU03,2855.9170652544785
FDX39,3037.9178277299015
NCY05,87.41855199199256
NCL06,5480.082287717667
FDD32,1230.3867340607444
NCN41,1829.954493537797
NCX53,2035.2752518644372
FDU57,280.1509498826981
FDQ23,1519.7150121726388
FDQ52,3396.0276602099575
FDC14,555.8712560269505
FDY09,2829.055756278616
FDQ28,2246.9526219379673
FDV25,3093.580149627983
FDJ07,1846.391218991946
DRB25,1494.462073641967
FDK52,433.86696654127104
FDY52,1705.8088360038482
FDB28,2822.6716914570097
FDT36,553.2829544222417
FDV25,3212.086668593887
NCN07,3138.818263846505
FDC57,3012.6808282122774
FDQ03,3136.8462265700036
FDU23,2581.4039367191194
NCX41,3255.248293330961
NCD06,694.5870454935534
FDW08,1427.4734424131702
NCU29,2149.3929553724106
NCE06,2159.748644607174
FDV52,252.71680426106272
FDB02,2794.2773632135136
NCR18,593.0541939640292
FDK16,1345.9112625490902
NCQ29,591.3629838675503
FDZ01,230.81983501495506
FDW27,2488.897492100954
FDD17,2862.597568987483
FDW39,2528.024367145184
DRH59,980.3757981326861
FDS52,1408.1603249524533
FDU40,4976.367596539576
NCF54,2479.3272363958436
FDH46,1393.5158169132603
NCP14,1467.2143474661152
FDH50,2916.2723583374805
DRF15,313.93515461118506
FDV27,2170.24381840604
NCJ06,1819.228808437538
FDN02,2774.721357917267
FDQ51,687.235891826683
FDQ07,3283.8126237179313
FDS45,1501.241496492944
NCJ06,1766.335487341028
FDD36,1867.7488523977845
FDY25,2685.8450410035157
FDU52,2267.1086582205317
DRK47,3372.4257027223257
NCL30,1890.750877548974
FDN22,3693.4805459355034
NCF30,3134.786201651817
FDK03,4017.3132122728166
FDT45,803.6583059728536
NCC54,5337.031213720127
FDP08,2514.0792384243196
FDU44,2510.4146097683292
DRG39,808.3400937559594
FDU32,1771.6582602803794
FDY27,2576.83477008987
NCP54,1798.8833829061725
NCZ41,1887.8078746480176
DRL49,1993.372740891964
FDI05,956.4609048533134
FDY56,3194.223671296112
DRC13,1674.4972294933038
NCV29,2786.9913447006447
FDR24,1247.8408205161281
FDZ34,2601.8276579240674
FDP37,1986.5088360935704
FDX08,4705.141198232645
FDS57,1854.1109726181899
NCG18,1570.3617279354721
FDK25,2241.309953422662
FDH53,1103.7809837121606
DRI59,2984.494309573246
FDA52,2508.507771324108
FDT20,77.09726593802546
FDE36,365.8588638569016
FDI24,2660.159867663659
FDB28,2614.664263077442
FDV11,2698.507696821523
FDP01,2375.746442674906
FDD34,4113.374497579727
FDJ50,1261.06499053304
FDZ44,1689.835688359577
DRO59,1149.12652896159
DRB48,566.6621006354596
FDR21,2256.7757164642303
NCE42,464.35388824029314
FDO23,1291.1468941082242
NCE30,2773.1768349777003
FDQ22,502.31458236063594
FDY01,1698.6498092740514
FDS08,2491.9990430373055
FDG28,3105.436660511198
FDQ51,570.0523589765892
FDB05,3404.4084709831563
FDO56,1669.067715346767
FDE02,1108.236648313563
FDN45,3027.1736635671023
FDS09,673.1447346666853
NCA54,2483.249751574769
FDP09,437.23358262534884
FDC53,1347.3727817347344
NCM55,2947.593568660703
FDL09,2100.75085393882
FDA11,196.73555064588842
FDA50,1286.199113010945
FDC23,2709.7703574544353
FDE22,2333.7037521936904
FDD23,2973.5122670717037
NCA29,2671.8277154286106
FDK38,2032.144717473621
DRC13,1742.1857995710075
NCP43,2683.762145732605
FDX28,1357.414626583258
FDF08,1259.6742834337847
FDZ33,2017.6647893956963
FDD10,2508.247513182307
FDO58,2413.509308114442
FDI50,3544.934939111574
FDO58,2286.8489774070385
FDX08,2810.310356343204
NCK17,95.62659366547112
FDF39,4143.874729486467
FDU45,214.53961936766945
NCJ18,1517.9344139188106
DRC27,474.81135818129314
DRC25,1266.683681375106
FDU59,2479.6862904897584
FDU28,3125.740127175554
NCP30,565.148573893488
FDB39,698.2812723504962
FDE41,1135.9948045533597
DRH11,110.62331477503263
FDA58,3150.454981908152
FDU50,1731.240412878845
FDM34,1803.7885133249194
FDM44,2612.143850244126
FDR39,2680.091964176002
FDM25,2570.475808291756
FDQ49,2272.0134779217515
DRH25,604.3563127546159
FDM09,4386.342473913893
FDL44,356.85491056257086
NCR42,348.0811514958468
DRL59,765.0125158395135
FDX43,2317.1290897420995
DRK47,485.6561218204095
FDU48,1591.9793329522613
FDY12,704.798347654272
NCN43,1701.9108401530818
NCM55,2614.7213544435363
FDQ21,3175.3767605155613
FDX13,3865.2615403444383
NCK30,5415.509159461037
FDG20,2537.547449615739
DRG27,534.8338042843583
FDY14,3434.47953506254
FDP59,1507.9242323965198
FDU60,2602.7738838933055
NCC18,385.34999428593267
DRJ39,2987.4958036072903
FDS07,1637.1519534994043
FDM08,5237.924004520922
FDP51,1754.8362396914904
FDU16,1197.4138383904196
FDH12,1504.4786540507894
DRE48,450.24662441955564
NCL42,5404.249945348184
FDR21,2433.6039133011564
NCW29,2125.0445332400705
FDO11,3574.1549913705794
NCM31,1948.3477415129973
FDV35,301.1528060801569
FDF58,924.494989932712
NCE43,2517.5519898615353
FDA02,2226.6815179650516
DRL37,94.50526181473077
FDR24,1105.7739900860654
FDW59,1168.1529537969768
FDS22,644.6396466442878
FDW24,704.0176125801403
FDU24,1485.9057502052315
FDA21,4844.560402459109
FDH58,2986.3978024401968
FDW36,1268.5331061431434
FDI45,4495.536522842537
FDU01,2497.5251576063747
FDF35,2654.5432291900534
FDU43,465.44235620326447
FDE24,281.7625222643975
FDK50,2365.3082181333975
FDG31,962.1597153519756
FDC60,1217.7063613084417
FDL36,1272.9340804081248
FDP21,2764.9575516901705
FDW16,1233.2145011279717
FDX02,3182.2512155787326
FDQ58,3965.978487160936
FDT51,1653.3067961492322
FDD59,1095.0701710342648
NCM42,1319.3791258275924
FDA57,425.64301526641304
FDZ48,1678.1932714746495
FDE46,2151.734255111611
NCZ30,269.7744419714812
FDB56,2911.2060037083897
FDA25,2656.7992072171705
FDD20,1891.4692087997605
FDL25,851.3228344436777
NCO18,2734.403364431785
FDJ45,559.0525299917326
FDR12,2735.584243849756
NCF19,105.12012429830409
FDK25,2518.751839374829
NCR17,1732.324383845179
FDC52,2261.134825885412
NCA54,2835.744968425489
FDR45,471.5810339692768
NCM19,1672.145997791724
FDF39,5658.362844365107
FDX23,1355.7768713556093
FDD58,2496.5759000837616
FDX28,1390.6364914625262
NCD31,2391.6133209271798
FDU57,1852.4821930414055
FDI27,686.5294443709743
NCM42,1519.2325767521486
FDD32,2069.224105933779
FDI34,3337.302061471939
NCM29,1995.6693813123609
FDG46,1457.0510597784894
DRC01,90.06601703732369
FDB15,5747.762288072383
NCA17,3588.5072213392214
FDF10,1998.6300080929032
FDR26,4493.133773102484
FDI02,1517.381239534574
NCM54,279.88926225450143
FDF14,2065.3507789416535
FDJ33,247.05430022901743
FDM20,3757.3919688501005
FDC03,4998.309503860318
NCX05,1720.348040493622
NCM41,2244.0887075142514
NCU29,328.99836515356446
FDQ59,1209.5973734434915
FDH46,198.06289759669556
FDH09,635.9315705841569
NCD06,661.1937198747509
FDC15,2360.1114781491765
DRD37,1064.2312439815314
FDT28,3562.3745288124637
FDR28,4178.23746121561
FDT38,1135.9139292023972
FDV34,1826.6517705893586
FDY52,1038.895146663739
FDB34,1170.2647565817517
DRL23,1253.3755642934534
DRB24,2216.328906875083
FDJ50,830.8100607065041
FDQ49,2415.2959726227473
FDP20,1921.4905859762157
FDV19,4160.7326724127515
NCR54,2854.0147549075264
FDO09,554.242750872428
FDS57,1778.7523088665075
FDN10,1723.4587236352204
FDV23,1846.7170848840437
FDY28,3107.612209128582
DRG51,2372.7222011315225
FDD45,183.03621532950396
NCL18,4664.0913048467555
NCM29,1901.7443779458667
FDF17,4910.58578738315
FDE22,2454.1201869146303
FDQ22,492.99483022325086
FDS01,2785.400134145875
FDW35,947.8176635519358
FDJ33,1868.9444985095383
NCF54,2665.616658229394
FDE09,1472.506191565501
NCE06,2231.9344485270894
DRH49,1101.3674184694266
FDY43,2354.8995941014427
NCT05,3743.206643976526
FDZ34,2828.3122228407356
FDL38,1242.0711938185395
FDZ31,2886.394698971625
FDR14,900.8938532160691
NCN54,1117.449084292169
NCC42,3278.565419171948
FDK08,1483.3172111759748
FDP59,1373.7368442936745
FDV22,2616.0901649515517
FDD33,3402.283594889929
DRE60,5196.775036384164
FDK52,3080.1848194780405
FDA02,2127.7414205938653
FDM56,1495.5081007945685
FDE57,2124.0779872981702
FDM32,1170.9885277902763
NCQ30,3032.8714907845742
FDQ27,2618.863066414813
FDT60,3238.786065623755
FDU43,3327.4717013775817
NCO55,1633.927957920277
FDG02,2760.3136902169995
FDJ28,2971.9841659604654
FDP40,1463.0499602596005
FDJ38,2805.2349887865767
NCC54,3474.127108998208
NCZ41,1817.7686123368017
FDK38,302.80708668888803
FDU52,2177.168811810023
FDC40,1111.2265379883197
NCR30,1003.8002134787926
NCN18,1519.886228698228
FDB50,1183.0355268551734
FDG04,2938.7503062869064
FDR26,2680.8191177079952
NCT17,2587.1748310423804
FDX35,5362.522110875694
FDS12,1824.6439622597038
NCZ29,3126.151671023707
FDB38,334.19804877161835
FDP12,499.8578509761592
FDP22,746.9827876204196
FDS26,3324.7025923254346
FDR52,2974.164080440515
DRJ13,2371.626964112749
